IDv2,Speakers,Source,Date added,Raw Thumbnail,Branded Thumbnail,Languages by ISO Code,Captions by ISO Code,Languages Used,Alternate Name,Speaker Notes,Intake notes,Video Nation,Youtube Publish Schedule,Public (Youtube),Licenses,Publicity Clause,Transcribed,Transcription,Translation,Notes,italki call to action,italki active language,italki video has link,Publish order,Secondary Publish,Published on (Facebook),Facebook URL,Languages per video,Youtube Banners Updated,Youtube ID,Youtube URL,Demographics,Geneaology,Top level genealogy per language,Given language name,Video Description,Continent,.IDv1,Record Created At,Video Territory,Caption File Link
Gustavo_20150804_por,Gustavo__20150804,Gustavo__20150804,8/4/2015,gustavo-por-thumb-raw.png (https://dl.airtable.com/KdIBNdeiRCuW9ojqj2zP_gustavo-por-thumb-raw.png),Gustavo_s1_M_20150804_por.png (https://dl.airtable.com/nErfr9N5RliCK8cP1ljH_Gustavo_s1_M_20150804_por.png),por,,Portuguese,,,,Brazil,8/4/2015,Public,Standard,,,,,,Get a free Portuguese lesson with italki: http://promos.italki.com/wikitongues_por,1 checked out of 1,checked,,Facebook,2016-5-10,https://www.facebook.com/wikitongues/videos/1105152249549301/,1,checked,1fBDgdfX4vk,https://youtu.be/1fBDgdfX4vk,"10,000,000 in Portugal (ELDIA 2012). Population total all countries: 203,349,200.","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician",Indo-European,"Portuguese,,,,,",,"Eurasia, Eurasia",,2015-7-20,,
Diego_20170403_por+spa+ita+fra+eng+deu,Diego_Martins_20170403,Diego_Martins_20170403,4/3/2017,Screen Shot 2017-04-20 at 16.32.04.png (https://dl.airtable.com/FSSQzf3PSUSt6ffK88xb_Screen%20Shot%202017-04-20%20at%2016.32.04.png),Diego_s6_M_20170403_por+spa+ita+fra+eng+deu.jpg (https://dl.airtable.com/kCkHevppTnCmYtSLerhL_Diego_s6_M_20170403_por%2Bspa%2Bita%2Bfra%2Beng%2Bdeu.jpg),"por,spa,ita,fra,eng,deu",,"Portuguese, Spanish, Italian, French, English, German, Standard",,"I really wish you all the best! This thing you're doing is just huge! I hope I can collaborate more, somehow. Cheers! diegomatheusmartins@gmail.com",,Brazil,4/22/2017,Public,CC BY-SA 4.0,checked,,"[PORTUGUESE]
Olá, meu nome é Diego. Tenho 26 anos e sou brasileiro.

[ENGLISH]
I am very happy to collaborate with this project, Wikitongues, because it has a very noble purpose, which is to register languages from all around the globe, to preserve them and also the cultural aspects that they represent. Each time you learn a new language, you get the opportunity to share something new, something that could have never been shared before, without knowing other language, for example.

[SPANISH]
Yo he estudiado idiomas, simplemente utilizando el internet, desde hace casi 10 años. No hablo todos los idiomas con la misma fluidez, ni la misma facilidad, pero lo que verdaderamente importa es la experiencia del aprendizaje. Y además… con dedicación, disciplina, paciencia y sin miedo de los errores eventuales, se puede aprender muchas cosas.

[FRENCH]
C'est un projet très intéressant, parce qu'il va promouvoir l'enregistrement des langues différentes, mais aussi l'interaction entre des différentes personnes dans le monde… à ce sujet de l'apprentissage des langues, notamment. Et certainement, ça sera une forte motivation pour ceux qui veulent vraiment apprendre des nouvelles langues et des nouvelles cultures.

[PORTUGUESE]
Esse aprendizado te permite crescer de formas que, antes, eram desconhecidas. Aprender novas línguas e novas culturas não significa que você vá se diluir em você mesmo, mas que você vai ampliar suas percepções e conhecimentos objetivos das coisas, né?. Quando você aprende uma língua, você fatalmente acaba se tornando um herdeiro cultural dela.

[ITALIAN]
Questo progetto ci dà l'opportunità di viaggiare in tutto il mondo, sentendo lingue diverse, no? E spesso completamente sconosciute, ma attraverso storie che sono molte... storie che sembrano come la nostra storia. Siamo tutti diversi, però in sostanza spesso, non sempre ma abbastanza spesso, su ciò che conta davvero, siamo molto simili. Perché siamo tutti umani. Siamo simili.

[GERMAN]
Und wie hat der Deutscher Philosoph, Ludwig Wittgenstein, gesagt: ""Die Grenzen meiner Sprache bedeuten die Grenzen meiner Welt"". Also, egal wer wir sind, oder woher wir kommen... wir können immer, immer mehr lernen!

[ENGLISH]
So, thank you very much Wikitongues. I wish you all the best in your journey and godspeed!","[ENGLISH]  Hello, my name is Diego. I'm 26 years old and am Brazilian.  I am very happy to collaborate with this project, Wikitongues, because it has a very noble purpose, which is to register languages from all around the globe, to preserve them and also the cultural aspects that they represent. Each time you learn a new language, you get the opportunity to share something new, something that could have never been shared before, without knowing other language, for example.  I have studied languages, simply using the internet, for almost 10 years now. I don't speak them all with the same fluency, nor the same easiness, but what really matters is the experience of the learning process. Besides, with dedication, discipline, patience and without being afraid of making mistakes, one can learn a lot.  This is a very interesting project, because it will record different languages, but will also promote interaction among different people in the world, on the subject of language learning, especially. And certainly, that will be a great motivation for those who really want to learn new languages and new cultures.  This learning process allows you to grow in certains ways that were previously unknown. To learn new languages and new cultures doesn't mean that you will be diluted in yourself, but that you will enlarge your perceptions and objective knowledge of things. When you learn a language, you wind up becoming a cultural heir of its legacy.  This project gives us the opportunity to travel across the world, listening to different languages, sometimes completely unknown, but through stories that are very similar to our own. We are all different, but in essence - not always, but usually - we are very much alike. Because we are all humans. We are equal.  Und wie hat der Deutscher Philosoph, Ludwig Wittgenstein, gesagt: ""Die Grenzen meiner Sprache bedeuten die Grenzen meiner Welt"". Also, egal wer wir sind, oder woher wir kommen... wir können immer, immer mehr lernen!  And as the German philosopher, Ludwig Wittgenstein, has said: ""The limits of my language means the limits of my world"". So, no matter who we are, or where we come from... we can always, always learn more!  So, thank you very much Wikitongues. I wish you all the best in your journey and godspeed!   

[PORTUGUESE]  Olá, meu nome é Diego. Tenho 26 anos e sou brasileiro.  Eu estou muito feliz por colaborar com este projeto, Wikitongues, porque ele tem um propósito muito nobre, que é registrar línguas de todo o mundo, para preservá-las e também os aspectos que elas representam. Cada vez que você aprende uma nova língua, você ganha a oportunidade de compartilhar algo novo, algo que jamais poderia ser compartilhado antes, sem saber outra língua, por exemplo.  Tenho estudado idiomas, simplesmente utilizando a internet, há quase 10 anos. Não falo todos os idiomas com a mesma fluência, nem a mesma facilidade, mas o que realmente importa é a experiência da aprendizagem. Além disso, com dedicação, disciplina, paciência e sem medo dos erros eventuais, pode-se aprender muitas coisas.  Este projeto é muito interessante, porque vai promover o registro de línguas diferentes, mas também a interação entre diferentes pessoas no mundo, a respeito da aprendizagem de línguas, especialmente. E certamente, essa será uma grande motivação para aqueles que querem realmente aprender novas línguas e novas culturas.  Esse aprendizado te permite crescer de formas que, antes, eram desconhecidas. Aprender novas línguas e novas culturas não significa que você vá se diluir em você mesmo, mas que você vai ampliar suas percepções e conhecimentos objetivos das coisas, né? Quando você aprende uma língua, você fatalmente acaba se tornando um herdeiro cultural dela.  Este projeto nos dá a oportunidade de viajar em todo o mundo, ouvindo línguas diversas, frequentemente desconhecidas, através de histórias que se parecem com a nossa própria. Somos todos diversos, mas em essência - nem sempre, mas geralmente - naquilo que conta de verdade, somos muito parecidos. Porque somos todos humanos. Somos iguais.  Und wie hat der Deutscher Philosoph, Ludwig Wittgenstein, gesagt: ""Die Grenzen meiner Sprache bedeuten die Grenzen meiner Welt"". Also, egal wer wir sind, oder woher wir kommen... wir können immer, immer mehr lernen!  E como disse o filósofo alemão, Ludwig Wittgenstein: ""Os limites da minha língua são os limites do meu mundo"". Então, não importa quem somos, ou de onde viemos... nós podemos sempre, sempre aprender mais!  Portanto, muito obrigado, Wikitongues. Eu te desejo tudo de melhor na sua jornada. Boa sorte e sucesso!",,"Get a free Portuguese lesson with italki: http://promos.italki.com/wikitongues_por, Get a free Spanish lesson with italki: http://promos.italki.com/wikitongues_spa, Get a free Italian lesson with italki: http://promos.italki.com/wikitongues_ita, Get a free French lesson with italki: http://promos.italki.com/wikitongues_fra, Get a free English lesson with italki: http://promos.italki.com/wikitongues_eng, Get a free German, Standard lesson with italki: http://promos.italki.com/wikitongues_deu",6 checked out of 6,,,,,,6,,2bhYs6APqtU,https://youtu.be/2bhYs6APqtU,"10,000,000 in Portugal (ELDIA 2012). Population total all countries: 203,349,200., 38,400,000 in Spain (ELDIA 2012). Population total all countries: 414,170,030. L2 users: 7,490,000 in Spain (ELDIA 2006)., 57,700,000 in Italy (ELDIA 2012). Population total all countries: 63,655,047., 60,000,000 in France (ELDIA 2012). Population total all countries: 74,980,460., 55,600,000 in United Kingdom (ELDIA 2012). Population total all countries: 335,148,868. L2 users: 1,500,000 in United Kingdom (Crystal 2003). L2 users worldwide: 505,000,000., 69,800,000 in Germany (ELDIA 2012). Population total all countries: 78,245,280. L2 users: 8,000,000 in Germany (ELDIA 2012).","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician, Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian, Indo-European, Italic, Romance, Italo-Western, Italo-Dalmatian, Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Oïl, French, Indo-European, Germanic, West, English, Indo-European, Germanic, West, High German, German, Middle German, East Middle German",Indo-European,§,,"Eurasia, Eurasia, Eurasia, Eurasia, Eurasia, Eurasia, Eurasia, Eurasia, Americas, Eurasia, Eurasia, Eurasia, Eurasia, Eurasia, Eurasia",,2017-4-6,,
Julia_20140729_por,Julia__20140729,Daniel_BogreUdell_20130101,7/29/2014,julia-por-thumb-raw.png (https://dl.airtable.com/4SO9geGSpaVzJe1T4gJd_julia-por-thumb-raw.png),Julia_s1_F_20140729_por.jpg (https://dl.airtable.com/3T379fKpQkupAQBUBaO7_Julia_s1_F_20140729_por.jpg),por,,Portuguese,,,,Brazil,6/11/2016,Public,Standard,,,,,"Rio de Janeiro, Brazil
",Get a free Portuguese lesson with italki: http://promos.italki.com/wikitongues_por,1 checked out of 1,,39,,,,1,,RJVqf4vz-rQ,https://youtu.be/RJVqf4vz-rQ,"10,000,000 in Portugal (ELDIA 2012). Population total all countries: 203,349,200.","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician",Indo-European,§,,"Eurasia, Eurasia",,2015-2-7,,
Augusto_20140729_por,Augusto__20140729,Daniel_BogreUdell_20130101,7/29/2014,augusto-por-thumb-raw.png (https://dl.airtable.com/1OmwO9BEQtiBgUPBeclJ_augusto-por-thumb-raw.png),Augusto_s1_M_20140729_por.jpg (https://dl.airtable.com/mkDP5eZATM2GJlfCMN1o_Augusto_s1_M_20140729_por.jpg),por,,Portuguese,,,,Brazil,4/27/2017,Public,Standard,,,,,"Video from Natal, Brazil
",Get a free Portuguese lesson with italki: http://promos.italki.com/wikitongues_por,1 checked out of 1,,74,,,,1,,UibNKykq4do,https://youtu.be/UibNKykq4do,"10,000,000 in Portugal (ELDIA 2012). Population total all countries: 203,349,200.","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician",Indo-European,§,,"Eurasia, Eurasia",,2015-2-7,,
Tony_20150506_epo,Tony__20150506,Tony__20150506,5/6/2015,tony-epo-thumb-raw.png (https://dl.airtable.com/d22pjHp0Tn6t06LzlDE8_tony-epo-thumb-raw.png),Tony_s1_M_20150506_epo.jpg (https://dl.airtable.com/2ebrOYERH2cxNqzd8tvp_Tony_s1_M_20150506_epo.jpg),epo,,Esperanto,,,,Canada,7/15/2015,Public,CC BY-NC 3.0,,,,,,Get a free Esperanto lesson with italki: http://promos.italki.com/wikitongues_epo,1 checked out of 1,checked,,,2016-8-31,,1,checked,vkheU0nXKKY,https://youtu.be/vkheU0nXKKY,"L2 users: 2,000,000 (Wiesenfeld 1999).",Constructed language,,"Esperanto,,,,,",,Eurasia,,2015-6-28,,
Tommy_20150501_eng+fra+moe+por+que+spa,Tommy__20150501,Tommy__20150501,5/1/2015,tommy-quenskporfraeng-thumb-raw.png (https://dl.airtable.com/aqUIgKGfRFmDjPTyakhz_tommy-quenskporfraeng-thumb-raw.png),Tommy_s5_M_20150501_eng+fra+por+que+moe.jpg (https://dl.airtable.com/fxDILpa2QveYIXvN2vZY_Tommy_s5_M_20150501_eng%2Bfra%2Bpor%2Bque%2Bmoe.jpg),"eng,fra,moe,por,que,spa",,"English, French, Montagnais, Portuguese, Quechua, Spanish","Innu-Aimun, not Naskapi",,Unknown Variant,Canada,7/2/2015,Public,CC BY-NC 3.0,,,,,,"Get a free English lesson with italki: http://promos.italki.com/wikitongues_eng, Get a free French lesson with italki: http://promos.italki.com/wikitongues_fra, Get a free Portuguese lesson with italki: http://promos.italki.com/wikitongues_por, Get a free Spanish lesson with italki: http://promos.italki.com/wikitongues_spa",6 checked out of 6,checked,,,,,6,checked,9TCr5HMZp2w,https://youtu.be/9TCr5HMZp2w,"55,600,000 in United Kingdom (ELDIA 2012). Population total all countries: 335,148,868. L2 users: 1,500,000 in United Kingdom (Crystal 2003). L2 users worldwide: 505,000,000., 60,000,000 in France (ELDIA 2012). Population total all countries: 74,980,460., 11,000 (2011 census)., 10,000,000 in Portugal (ELDIA 2012). Population total all countries: 203,349,200., Population total all languages: 8,912,820., 38,400,000 in Spain (ELDIA 2012). Population total all countries: 414,170,030. L2 users: 7,490,000 in Spain (ELDIA 2006).","Indo-European, Germanic, West, English, Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Oïl, French, Algic, Algonquian, Cree-Montagnais, Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician, Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian",Indo-European,"English,French,Innu-Aimun,Spanish,Portuguese,Quechua",,"Eurasia, Eurasia, Eurasia, Eurasia, Americas, Eurasia, Eurasia, Americas, Eurasia, Eurasia, Americas, Eurasia, Eurasia",,2015-6-28,,
Chaofen+Changjiu_20170615_cmn,"Chaofen__20170615,Changjiu__20170615",Brian_Zhao_20170615,6/15/2017,Screen Shot 2017-08-03 at 1.18.46 PM.png (https://dl.airtable.com/2UhN5gdtQYGELVjdxaXN_Screen%20Shot%202017-08-03%20at%201.18.46%20PM.png),Chaofen+Changjiu_20170615_cmn.jpg (https://dl.airtable.com/iItKdZVYTROOgStBYdzM_Chaofen%2BChangjiu_20170615_cmn.jpg),cmn,cmn,"Chinese, Mandarin",Southwestern Mandarin (Guiyangese dialect),,,Canada,9/5/2017,Public,CC BY-SA 4.0,checked,,,,"feel free to use ""Southwestern Mandarin"" and exclude the ""Guiyangese dialect"" label, as I couldn't find any sources for Guiyangese save for the Chinese Wikipedia

please do note in the description that it is the Guiyangese dialect if you choose to exempt it from the thumbnail/title",,1 checked out of 1,,,,,,1,,CbiVj4rV3dY,https://youtu.be/CbiVj4rV3dY,"840,000,000 in China (2000 census), increasing. 70% of Chinese language users speak a Mandarin dialect as L1. Population total all countries: 847,808,270. L2 users: 178,000,000 in China.","Sino-Tibetan, Chinese",Sino-Tibetan,,"This video was recorded by Brian Zhao in Richmond Hill, Ontario, Canada. Guiyangese is a variety of Southwestern Mandarin, which is spoken by as many as 260 million people across central China, as well as by diaspora communities worldwide. It is considered by linguists to be a primary branch of the Mandarin Chinese language which, with nearly a billion native speakers, is one of the world’s most widely spoken mother tongues. The Southwestern variety to which Guiyangese belongs is spoken primarily in the Chinese provinces of Sichuan, Yunnan, Chongqing, and Guizhou, as well as in parts of Hubei, Hunan, Guangxi, Shaanxi and Gansu. Some varieties are not mutually intelligible with Standard Chinese.",Eurasia,,2017-6-22,,https://www.dropbox.com/sh/14hu0nv6ulx13mm/AAAHqVFa1BOUmd_OEUsGdp31a?dl=0
Ying_20170924_cmn,Ying_Li_20170924,Ying_Li_20170924,9/24/2017,Screen Shot 2017-11-03 at 7.00.56 PM.png (https://dl.airtable.com/1tPGkDAESLOji410OBFb_Screen%20Shot%202017-11-03%20at%207.00.56%20PM.png),Ying_20170924_cmn.png (https://dl.airtable.com/nLVvNiHAS86CXd9TsoWU_Ying_20170924_cmn.png),cmn,eng,"Chinese, Mandarin",Henan dialect,,,China,11/7/2017,Public,CC BY-SA 4.0,checked,,,,Academically this is called Central Plains Mandarin. Has an ISO-639-6 id as well as a glottolog classification,,1 checked out of 1,,,,,,1,,LZoRgfFdXXQ,https://youtu.be/LZoRgfFdXXQ,"840,000,000 in China (2000 census), increasing. 70% of Chinese language users speak a Mandarin dialect as L1. Population total all countries: 847,808,270. L2 users: 178,000,000 in China.","Sino-Tibetan, Chinese",,,"This video was submitted by Ying Li from Nanyang City, China. The Henan dialect is a form of Central Plains Mandarin, which is spoken by as many as 170 million people across central and western China, as well as by diaspora communities worldwide. It is considered by linguists to be a primary branch of the Mandarin Chinese language which, with nearly a billion native speakers, is one of the world’s most widely spoken mother tongues. The Central Plains variety to which the Henan dialect belongs is spoken primarily in the Chinese provinces of Shaanxi, Henan, Shanxi, and Gansu, as well as in parts of Hebei, Anhui, Jiangsu, Xinjiang and Shandong provinces. Some varieties are not mutually intelligible with Standard Chinese. ",Eurasia,,2017-9-24,Henan Province_CN,https://www.dropbox.com/sh/g5ukbpdbfgtpx4u/AAC-ZsFrNLS3dA1Y9U5fDuxWa?dl=0
Timothy_20140217_pne,Timothy__20140217,Lindie_Botes_20130919,2/17/2014,timothy.png (https://dl.airtable.com/M0iwg6MTTsm86QHfyDXU_timothy.png),Timothy_s1_M_20140217_pne.jpg (https://dl.airtable.com/D8tQT4FQC6oyBMRhebNQ_Timothy_s1_M_20140217_pne.jpg),pne,,"Penan, Western",Penang Hokkien,,Unknown Variant,China,2/17/2014,Public,Standard,,,,,,,1 checked out of 1,,,,,,1,checked,Oz0hBgB5ixs,https://youtu.be/Oz0hBgB5ixs,"3,400 (2007 SIL).","Austronesian, Malayo-Polynesian, North Borneo, North Sarawakan, Kayan-Kenyah, Penan",Austronesian,"Penang Hokkien,,,,,",,Eurasia,,2014-12-22,,
KK_20170801_hks,KK_Kong_20170813,Kelly_Wing_20170809,8/1/2017,KK_20170801_hks.png (https://dl.airtable.com/UtU0tOzPTLK2oybPgdCO_KK_20170801_hks.png),KK_20170801_hks.jpg (https://dl.airtable.com/X5pJtB3QmCa8GEXeHSDf_KK_20170801_hks.jpg),hks,cmn,Hong Kong Sign Language,,,,China,9/9/2017,Public,CC BY-NC 3.0,checked,,,,"Hong Kong
",,1 checked out of 1,,,,,,1,,aXeID-fJdt8,https://youtu.be/aXeID-fJdt8,"20,000 (2007).",Deaf sign language,,,"This video was recorded by Kelly Wing in Hong Kong, China, where she and KK live. Hong Kong Sign Language, often abbreviated as HKSL or 香港手語, is spoken by as many as 20,000 people, primarily in the Chinese territories of Hong Kong and Macau. It is considered by linguists to be an offshoot of Chinese Sign Language, having emerged in the mid-twentieth century when educators from Shanghai’s deaf community began tutoring signers in Hong Kong. Though both HKSL and Chinese Sign Language remain unrecognized by the government, a growing activist movement is working to improve deaf education across the country, with schools dedicated to sign language education in Beijing, Nanjing, Shanghai, Chengdu, Kunming, Yantai, and Hong Kong.",,,2017-8-9,Hong Kong_CN,https://www.dropbox.com/sh/rr6mejnhfrk1ap7/AAAiIvPZRvI0ZDzqzeSt-Ucaa?dl=0
